synth_id;from_interpolation;parameter;time;value
-2;0;1;43;0.25
-2;0;1;1097;0.25
-2;0;1;3985;0.25
-2;0;1;6918;0.2578125
-2;0;1;6941;0.2734375
-2;0;1;6958;0.28125
-2;0;1;6975;0.2890625
-2;0;1;6991;0.3046875
-2;0;1;7008;0.3203125
-2;0;1;7027;0.34375
-2;0;1;7041;0.359375
-2;0;1;7058;0.3828125
-2;0;1;7075;0.3984375
-2;0;1;7091;0.4140625
-2;0;1;7108;0.4296875
-2;0;1;7125;0.4453125
-2;0;1;7141;0.4609375
-2;0;1;7158;0.4765625
-2;0;1;7175;0.4921875
-2;0;1;7191;0.515625
-2;0;1;7208;0.53125
-2;0;1;7225;0.546875
-2;0;1;7241;0.5625
-2;0;1;7258;0.578125
-2;0;1;7276;0.59375
-2;0;1;7295;0.609375
-2;0;1;7308;0.625
-2;0;1;7327;0.6328125
-2;0;1;7344;0.6484375
-2;0;1;7360;0.65625
-2;0;1;7376;0.671875
-2;0;1;7392;0.6796875
-2;0;1;7408;0.6875
-2;0;1;7427;0.6953125
-2;0;1;7459;0.7109375
-2;0;1;7475;0.71875
-2;0;1;7491;0.71875
-2;0;1;7525;0.734375
-2;0;1;7541;0.7421875
-2;0;1;7558;0.7421875
-2;0;1;7592;0.7578125
-2;0;1;7608;0.765625
-2;0;1;7625;0.765625
-2;0;1;7658;0.78125
-2;0;1;7691;0.7890625
-2;0;1;7725;0.796875
-2;0;1;7759;0.796875
-2;0;1;7825;0.8046875
-2;0;1;8091;0.8046875
-2;0;1;8108;0.8046875
-2;0;1;8125;0.796875
-2;0;1;8141;0.78125
-2;0;1;8158;0.7734375
-2;0;1;8175;0.7578125
-2;0;1;8191;0.7421875
-2;0;1;8208;0.7265625
-2;0;1;8225;0.7109375
-2;0;1;8241;0.703125
-2;0;1;8258;0.6875
-2;0;1;8275;0.6796875
-2;0;1;8292;0.6640625
-2;0;1;8308;0.6484375
-2;0;1;8325;0.6328125
-2;0;1;8341;0.625
-2;0;1;8358;0.609375
-2;0;1;8375;0.59375
-2;0;1;8392;0.578125
-2;0;1;8408;0.5546875
-2;0;1;8425;0.5390625
-2;0;1;8442;0.515625
-2;0;1;8458;0.5
-2;0;1;8475;0.4765625
-2;0;1;8492;0.4609375
-2;0;1;8508;0.4375
-2;0;1;8525;0.421875
-2;0;1;8542;0.40625
-2;0;1;8559;0.3984375
-2;0;1;8578;0.390625
-2;0;1;8596;0.3828125
-2;0;1;8610;0.3828125
-2;0;1;8642;0.3671875
-2;0;1;8658;0.3671875
-2;0;1;8691;0.3515625
-2;0;1;8708;0.34375
-2;0;1;8725;0.3359375
-2;0;1;8741;0.328125
-2;0;1;8758;0.328125
-2;0;1;8866;0.3203125
-2;0;1;10085;0.3125
-2;0;1;13164;0.3125
-2;0;1;15961;0.3125
-2;0;1;18286;0.3046875
-2;0;1;18293;0.3046875
-2;0;1;18310;0.2890625
-2;0;1;18326;0.2734375
-2;0;1;18343;0.265625
-2;0;1;18360;0.25
-2;0;1;18376;0.25
-2;0;1;18410;0.234375
-2;0;1;18426;0.234375
-2;0;1;18445;0.2265625
-2;0;1;18460;0.21875
-2;0;1;18493;0.203125
-2;0;1;18543;0.1953125
-2;0;1;18822;0.1953125
-2;0;1;18860;0.21875
-2;0;1;18876;0.234375
-2;0;1;18892;0.2578125
-2;0;1;18909;0.2734375
-2;0;1;18926;0.28125
-2;0;1;18943;0.296875
-2;0;1;18959;0.3046875
-2;0;1;18976;0.3125
-2;0;1;18993;0.3125
-2;0;1;19276;0.3125
-2;0;1;19293;0.3125
-2;0;1;19661;0.3125
-2;0;1;19676;0.3125
-2;0;1;19710;0.3203125
-2;0;1;19744;0.328125
-2;0;1;19796;0.3359375
-2;0;1;19829;0.34375
-2;0;1;19861;0.3515625
-2;0;1;19876;0.359375
-2;0;1;19910;0.375
-2;0;1;19926;0.3828125
-2;0;1;19943;0.390625
-2;0;1;19960;0.390625
-2;0;1;19993;0.3984375
-2;0;1;20060;0.40625
-2;0;2;43;0.25
-2;0;2;1741;0.25
-2;0;2;2452;0.2578125
-2;0;2;2475;0.265625
-2;0;2;2491;0.2734375
-2;0;2;2507;0.2890625
-2;0;2;2524;0.296875
-2;0;2;2540;0.3125
-2;0;2;2557;0.3203125
-2;0;2;2574;0.3359375
-2;0;2;2590;0.34375
-2;0;2;2607;0.3515625
-2;0;2;2624;0.359375
-2;0;2;2641;0.3671875
-2;0;2;2674;0.375
-2;0;2;2708;0.3828125
-2;0;2;2740;0.390625
-2;0;2;2774;0.3984375
-2;0;2;2840;0.40625
-2;0;2;2891;0.4140625
-2;0;2;2924;0.421875
-2;0;2;2957;0.4296875
-2;0;2;2991;0.4453125
-2;0;2;3007;0.4453125
-2;0;2;3041;0.4609375
-2;0;2;3057;0.46875
-2;0;2;3074;0.46875
-2;0;2;3091;0.4765625
-2;0;2;3124;0.4921875
-2;0;2;3141;0.5
-2;0;2;3158;0.5078125
-2;0;2;3174;0.5078125
-2;0;2;3207;0.515625
-2;0;2;3274;0.5234375
-2;0;2;3307;0.53125
-2;0;2;3341;0.546875
-2;0;2;3357;0.5546875
-2;0;2;3374;0.5546875
-2;0;2;3391;0.5625
-2;0;2;3424;0.578125
-2;0;2;3441;0.578125
