synth_id;from_interpolation;parameter;time;value
-2;0;1;35;0.25
-2;0;1;1775;0.25
-2;0;1;4043;0.2578125
-2;0;1;4059;0.2734375
-2;0;1;4076;0.296875
-2;0;1;4093;0.3203125
-2;0;1;4109;0.34375
-2;0;1;4126;0.3671875
-2;0;1;4142;0.390625
-2;0;1;4161;0.40625
-2;0;1;4176;0.4296875
-2;0;1;4192;0.4453125
-2;0;1;4209;0.46875
-2;0;1;4226;0.484375
-2;0;1;4243;0.5
-2;0;1;4260;0.515625
-2;0;1;4276;0.53125
-2;0;1;4293;0.546875
-2;0;1;4311;0.5625
-2;0;1;4326;0.578125
-2;0;1;4343;0.5859375
-2;0;1;4359;0.6015625
-2;0;1;4376;0.609375
-2;0;1;4393;0.6171875
-2;0;1;4409;0.6328125
-2;0;1;4427;0.640625
-2;0;1;4443;0.6484375
-2;0;1;4460;0.65625
-2;0;1;4476;0.6640625
-2;0;1;4493;0.671875
-2;0;1;4509;0.6796875
-2;0;1;4526;0.6953125
-2;0;1;4544;0.703125
-2;0;1;4560;0.703125
-2;0;1;4693;0.6953125
-2;0;1;4709;0.6796875
-2;0;1;4726;0.6640625
-2;0;1;4743;0.65625
-2;0;1;4762;0.640625
-2;0;1;4778;0.6328125
-2;0;1;4794;0.6171875
-2;0;1;4809;0.6015625
-2;0;1;4828;0.578125
-2;0;1;4844;0.5703125
-2;0;1;4861;0.5546875
-2;0;1;4876;0.5390625
-2;0;1;4894;0.515625
-2;0;1;4909;0.5
-2;0;1;4926;0.484375
-2;0;1;4943;0.46875
-2;0;1;4959;0.453125
-2;0;1;4976;0.4296875
-2;0;1;4993;0.4140625
-2;0;1;5010;0.3984375
-2;0;1;5026;0.3828125
-2;0;1;5043;0.375
-2;0;1;5060;0.3671875
-2;0;1;5076;0.359375
-2;0;1;5093;0.359375
-2;0;1;5126;0.34375
-2;0;1;5143;0.34375
-2;0;1;7396;0.3359375
-2;0;1;10448;0.3359375
-2;0;1;13352;0.3359375
-2;0;1;15988;0.3359375
-2;0;1;15994;0.34375
-2;0;1;16011;0.359375
-2;0;1;16028;0.3828125
-2;0;1;16044;0.4140625
-2;0;1;16061;0.453125
-2;0;1;16078;0.484375
-2;0;1;16094;0.515625
-2;0;1;16111;0.5390625
-2;0;1;16127;0.5625
-2;0;1;16145;0.578125
-2;0;1;16161;0.59375
-2;0;1;16178;0.609375
-2;0;1;16196;0.625
-2;0;1;16211;0.640625
-2;0;1;16229;0.65625
-2;0;1;16247;0.671875
-2;0;1;16265;0.6796875
-2;0;1;16281;0.6875
-2;0;1;16294;0.703125
-2;0;1;16314;0.7109375
-2;0;1;16331;0.71875
-2;0;1;16345;0.71875
-2;0;1;16378;0.734375
-2;0;1;16411;0.7421875
-2;0;1;16428;0.7421875
-2;0;1;16461;0.7578125
-2;0;1;16494;0.765625
-2;0;1;16511;0.7734375
-2;0;1;16544;0.78125
-2;0;1;16578;0.7890625
-2;0;1;16611;0.796875
-2;0;1;16945;0.7890625
-2;0;1;16978;0.7734375
-2;0;1;16994;0.7578125
-2;0;1;17011;0.75
-2;0;1;17028;0.7421875
-2;0;1;17044;0.734375
-2;0;1;17061;0.7265625
-2;0;1;17094;0.71875
-2;0;1;17144;0.7109375
-2;0;1;17195;0.703125
-2;0;1;17328;0.6953125
-2;0;1;17628;0.6875
-2;0;1;17745;0.6875
-2;0;1;17828;0.6953125
-2;0;1;17864;0.703125
-2;0;1;17911;0.7109375
-2;0;1;17961;0.7265625
-2;0;1;17995;0.734375
-2;0;1;18011;0.7421875
-2;0;1;18028;0.7421875
-2;0;1;18061;0.7578125
-2;0;1;18078;0.765625
-2;0;1;18095;0.7734375
-2;0;1;18112;0.78125
-2;0;1;18128;0.7890625
-2;0;1;18144;0.796875
-2;0;1;18178;0.8046875
-2;0;1;18195;0.8125
-2;0;1;18211;0.8203125
-2;0;1;18228;0.828125
-2;0;1;18245;0.8359375
-2;0;1;18278;0.84375
-2;0;1;18295;0.8515625
-2;0;1;18328;0.859375
-2;0;1;18362;0.8671875
-2;0;1;18397;0.875
-2;0;1;18429;0.8828125
-2;0;1;18461;0.890625
-2;0;1;18495;0.8984375
-2;0;1;18528;0.8984375
-2;0;1;18578;0.90625
-2;0;1;18644;0.921875
-2;0;1;18728;0.9296875
-2;0;1;18837;0.9375
-2;0;1;18978;0.9296875
-2;0;1;19030;0.921875
-2;0;1;19111;0.9140625
-2;0;1;19162;0.90625
-2;0;1;19245;0.8984375
-2;0;1;19311;0.890625
-2;0;1;19428;0.8828125
-2;0;1;19628;0.875
-2;0;1;19678;0.875
-2;0;1;19761;0.8671875
-2;0;1;19811;0.859375
-2;0;1;19911;0.8515625
-2;0;1;19945;0.84375
-2;0;1;20011;0.8359375
-2;0;1;20128;0.828125
-2;0;1;20495;0.828125
-2;0;1;20995;0.8203125
-2;0;1;21012;0.8125
-2;0;1;21028;0.796875
-2;0;1;21046;0.7890625
-2;0;1;21062;0.7734375
-2;0;1;21078;0.7734375
-2;0;1;21095;0.765625
-2;0;1;21112;0.7578125
-2;0;1;21145;0.75
-2;0;1;21178;0.7421875
-2;0;1;21303;0.734375
-2;0;1;21428;0.7265625
-2;0;1;21728;0.7265625
-2;0;1;21828;0.7265625
-2;0;1;22370;0.7265625
-2;0;1;24951;0.7265625
-2;0;1;27526;0.7265625
-2;0;2;36;0.25
-2;0;2;2422;0.25
-2;0;2;5245;0.25
-2;0;2;6277;0.2578125
-2;0;2;6293;0.2734375
-2;0;2;6310;0.296875
-2;0;2;6326;0.3359375
-2;0;2;6343;0.3671875
-2;0;2;6359;0.3984375
-2;0;2;6376;0.4296875
-2;0;2;6395;0.4609375
-2;0;2;6409;0.484375
-2;0;2;6427;0.5078125
-2;0;2;6446;0.53125
-2;0;2;6462;0.5546875
-2;0;2;6478;0.578125
-2;0;2;6493;0.59375
-2;0;2;6510;0.6171875
-2;0;2;6526;0.6328125
-2;0;2;6545;0.65625
-2;0;2;6560;0.671875
-2;0;2;6576;0.6953125
-2;0;2;6593;0.7109375
-2;0;2;6610;0.71875
-2;0;2;6626;0.734375
-2;0;2;6643;0.75
-2;0;2;6659;0.765625
-2;0;2;6676;0.78125
-2;0;2;6693;0.796875
-2;0;2;6709;0.8125
-2;0;2;6726;0.8203125
-2;0;2;6743;0.8359375
-2;0;2;6759;0.84375
-2;0;2;6776;0.859375
-2;0;2;6793;0.8671875
-2;0;2;6810;0.8828125
-2;0;2;6826;0.890625
-2;0;2;6843;0.90625
-2;0;2;6859;0.9140625
-2;0;2;6876;0.921875
-2;0;2;6894;0.9296875
-2;0;2;6910;0.9375
-2;0;2;6926;0.9453125
-2;0;2;6943;0.953125
-2;0;2;6960;0.9609375
-2;0;2;6993;0.96875
-2;0;2;7060;0.9765625
-2;0;2;7296;0.96875
-2;0;2;7313;0.96875
-2;0;2;7330;0.9609375
-2;0;2;7346;0.9453125
-2;0;2;7363;0.9296875
-2;0;2;7377;0.921875
-2;0;2;7395;0.90625
-2;0;2;7412;0.8984375
-2;0;2;7427;0.890625
-2;0;2;7443;0.875
-2;0;2;7461;0.8671875
-2;0;2;7477;0.859375
-2;0;2;7496;0.8515625
-2;0;2;7610;0.84375
-2;0;2;7626;0.8359375
-2;0;2;7645;0.8125
-2;0;2;7662;0.78125
-2;0;2;7677;0.7578125
-2;0;2;7693;0.71875
-2;0;2;7710;0.6875
-2;0;2;7726;0.65625
-2;0;2;7743;0.625
-2;0;2;7762;0.59375
-2;0;2;7776;0.5625
-2;0;2;7793;0.53125
-2;0;2;7810;0.5078125
-2;0;2;7827;0.484375
-2;0;2;7845;0.46875
-2;0;2;7860;0.4453125
-2;0;2;7876;0.421875
-2;0;2;7894;0.3984375
-2;0;2;7910;0.375
-2;0;2;7929;0.3515625
-2;0;2;7943;0.328125
-2;0;2;7959;0.296875
-2;0;2;7977;0.28125
-2;0;2;7993;0.265625
-2;0;2;8010;0.2578125
-2;0;2;8026;0.25
-2;0;2;8043;0.2421875
-2;0;2;8060;0.234375
-2;0;2;8076;0.2265625
-2;0;2;8126;0.234375
-2;0;2;8144;0.2734375
-2;0;2;8160;0.3125
-2;0;2;8176;0.359375
-2;0;2;8193;0.40625
-2;0;2;8210;0.4453125
-2;0;2;8226;0.484375
-2;0;2;8243;0.5234375
-2;0;2;8260;0.5546875
-2;0;2;8276;0.59375
-2;0;2;8293;0.6328125
-2;0;2;8310;0.671875
-2;0;2;8326;0.703125
-2;0;2;8344;0.71875
-2;0;2;8360;0.7265625
-2;0;2;8460;0.71875
-2;0;2;8476;0.7109375
-2;0;2;8495;0.6796875
-2;0;2;8512;0.6484375
-2;0;2;8527;0.609375
-2;0;2;8543;0.578125
-2;0;2;8560;0.5390625
-2;0;2;8577;0.5078125
-2;0;2;8593;0.484375
-2;0;2;8610;0.453125
-2;0;2;8626;0.4296875
-2;0;2;8644;0.4140625
-2;0;2;8659;0.3984375
-2;0;2;8677;0.3828125
-2;0;2;8693;0.375
-2;0;2;8710;0.3671875
-2;0;2;8726;0.359375
-2;0;2;8743;0.3515625
-2;0;2;8760;0.34375
-2;0;2;8776;0.328125
-2;0;2;8793;0.3203125
-2;0;2;8809;0.3125
-2;0;2;8826;0.3046875
-2;0;2;8844;0.296875
-2;0;2;8859;0.2890625
-2;0;2;8876;0.28125
-2;0;2;8893;0.265625
-2;0;2;8910;0.2578125
-2;0;2;8927;0.25
-2;0;2;8943;0.234375
-2;0;2;8960;0.2265625
-2;0;2;8976;0.21875
-2;0;2;8993;0.2109375
-2;0;2;9010;0.203125
-2;0;2;9043;0.203125
-2;0;2;11206;0.1953125
-2;0;2;13704;0.203125
-2;0;2;13728;0.21875
-2;0;2;13744;0.2421875
-2;0;2;13761;0.265625
-2;0;2;13778;0.296875
-2;0;2;13794;0.328125
-2;0;2;13813;0.3515625
-2;0;2;13829;0.3828125
-2;0;2;13847;0.3984375
-2;0;2;13860;0.421875
-2;0;2;13877;0.4453125
-2;0;2;13894;0.46875
-2;0;2;13911;0.5
-2;0;2;13928;0.5234375
-2;0;2;13944;0.546875
-2;0;2;13960;0.5625
-2;0;2;13977;0.5859375
-2;0;2;13994;0.6015625
-2;0;2;14011;0.625
-2;0;2;14027;0.640625
-2;0;2;14044;0.65625
-2;0;2;14061;0.671875
-2;0;2;14077;0.6796875
-2;0;2;14094;0.6953125
-2;0;2;14110;0.7109375
-2;0;2;14128;0.71875
-2;0;2;14144;0.734375
-2;0;2;14160;0.7421875
-2;0;2;14177;0.75
-2;0;2;14194;0.7578125
-2;0;2;14211;0.765625
-2;0;2;14227;0.7734375
-2;0;2;14244;0.78125
-2;0;2;14261;0.7890625
-2;0;2;14277;0.796875
-2;0;2;14294;0.8125
-2;0;2;14311;0.8203125
-2;0;2;14327;0.828125
-2;0;2;14344;0.8359375
-2;0;2;14361;0.84375
-2;0;2;14377;0.8515625
-2;0;2;14394;0.859375
-2;0;2;14411;0.8671875
-2;0;2;14427;0.875
-2;0;2;14444;0.8828125
-2;0;2;14461;0.890625
-2;0;2;14478;0.8984375
-2;0;2;14494;0.8984375
-2;0;2;14528;0.9140625
-2;0;2;14544;0.921875
-2;0;2;14577;0.9296875
-2;0;2;14594;0.9375
-2;0;2;14627;0.9453125
-2;0;2;14777;0.9375
-2;0;2;14811;0.9296875
-2;0;2;14827;0.9140625
-2;0;2;14844;0.8984375
-2;0;2;14861;0.875
-2;0;2;14877;0.8515625
-2;0;2;14894;0.8359375
-2;0;2;14911;0.8203125
-2;0;2;14927;0.8125
-2;0;2;14944;0.8046875
-2;0;2;15011;0.796875
-2;0;2;15044;0.7890625
-2;0;2;15078;0.78125
-2;0;2;15094;0.765625
-2;0;2;15111;0.7578125
-2;0;2;15127;0.7421875
-2;0;2;15145;0.734375
-2;0;2;15164;0.7265625
-2;0;2;15179;0.71875
-2;0;2;15271;0.7109375
-2;0;2;15377;0.71875
-2;0;2;15411;0.7265625
-2;0;2;15444;0.734375
-2;0;2;15461;0.7421875
-2;0;2;15511;0.75
-2;0;2;15527;0.75
-2;0;2;15562;0.7578125
-2;0;2;15611;0.7734375
-2;0;2;15628;0.7890625
-2;0;2;17166;0.7890625
-2;0;2;20296;0.7890625
-2;0;2;23036;0.7890625
-2;0;2;25595;0.7890625
-2;0;3;36;0.25
-2;0;3;484;0.25
-2;0;3;3069;0.25
-2;0;3;5901;0.25
-2;0;3;8962;0.25
-2;0;3;9636;0.2578125
-2;0;3;9647;0.2734375
-2;0;3;9660;0.2890625
-2;0;3;9676;0.3125
-2;0;3;9696;0.3359375
-2;0;3;9710;0.3671875
-2;0;3;9727;0.390625
-2;0;3;9744;0.4140625
-2;0;3;9760;0.4296875
-2;0;3;9779;0.4453125
-2;0;3;9793;0.4609375
-2;0;3;9810;0.484375
-2;0;3;9827;0.5
-2;0;3;9843;0.515625
-2;0;3;9860;0.53125
-2;0;3;9877;0.5390625
-2;0;3;9894;0.5546875
-2;0;3;9910;0.5703125
-2;0;3;9927;0.578125
-2;0;3;9943;0.5859375
-2;0;3;9960;0.6015625
-2;0;3;9977;0.609375
-2;0;3;9993;0.6171875
-2;0;3;10010;0.625
-2;0;3;10027;0.6328125
-2;0;3;10043;0.640625
-2;0;3;10060;0.6484375
-2;0;3;10077;0.65625
-2;0;3;10093;0.6640625
-2;0;3;10110;0.671875
-2;0;3;10127;0.671875
-2;0;3;10161;0.6875
-2;0;3;10195;0.6875
-2;0;3;10228;0.6953125
-2;0;3;10360;0.671875
-2;0;3;10377;0.640625
-2;0;3;10394;0.609375
-2;0;3;10410;0.578125
-2;0;3;10427;0.546875
-2;0;3;10444;0.515625
-2;0;3;10461;0.4765625
-2;0;3;10477;0.4453125
-2;0;3;10493;0.421875
-2;0;3;10510;0.3984375
-2;0;3;10527;0.3828125
-2;0;3;10544;0.375
-2;0;3;10577;0.3671875
-2;0;3;10611;0.3515625
-2;0;3;11969;0.3515625
-2;0;3;12285;0.3671875
-2;0;3;12294;0.375
-2;0;3;12311;0.40625
-2;0;3;12327;0.453125
-2;0;3;12344;0.484375
-2;0;3;12360;0.515625
-2;0;3;12377;0.546875
-2;0;3;12396;0.5703125
-2;0;3;12411;0.59375
-2;0;3;12429;0.6171875
-2;0;3;12446;0.640625
-2;0;3;12460;0.6640625
-2;0;3;12478;0.6875
-2;0;3;12493;0.6953125
-2;0;3;12511;0.703125
-2;0;3;12527;0.7109375
-2;0;3;12560;0.7265625
-2;0;3;14880;0.7265625
-2;0;3;17916;0.7265625
-2;0;3;20949;0.7265625
-2;0;3;22421;0.71875
-2;0;3;22512;0.7109375
-2;0;3;23674;0.703125
-2;0;3;26252;0.703125
-2;0;4;37;0.25
-2;0;4;1130;0.25
-2;0;4;3717;0.25
-2;0;4;6617;0.25
-2;0;4;9649;0.25
-2;0;4;10852;0.265625
-2;0;4;10860;0.2734375
-2;0;4;10877;0.296875
-2;0;4;10894;0.328125
-2;0;4;10910;0.359375
-2;0;4;10927;0.390625
-2;0;4;10943;0.421875
-2;0;4;10960;0.453125
-2;0;4;10977;0.4765625
-2;0;4;10994;0.5
-2;0;4;11010;0.53125
-2;0;4;11027;0.5625
-2;0;4;11043;0.6015625
-2;0;4;11060;0.625
-2;0;4;11077;0.65625
-2;0;4;11093;0.6796875
-2;0;4;11110;0.703125
-2;0;4;11127;0.7265625
-2;0;4;11144;0.7421875
-2;0;4;11160;0.7578125
-2;0;4;11177;0.7734375
-2;0;4;11194;0.7890625
-2;0;4;11212;0.8046875
-2;0;4;11228;0.8203125
-2;0;4;11243;0.8359375
-2;0;4;11260;0.84375
-2;0;4;11277;0.8515625
-2;0;4;11293;0.859375
-2;0;4;11311;0.8671875
-2;0;4;11377;0.875
-2;0;4;11493;0.8671875
-2;0;4;11527;0.859375
-2;0;4;11543;0.8515625
-2;0;4;11560;0.84375
-2;0;4;11577;0.8359375
-2;0;4;11594;0.828125
-2;0;4;11610;0.8203125
-2;0;4;11627;0.8125
-2;0;4;11644;0.8046875
-2;0;4;11677;0.796875
-2;0;4;11694;0.7890625
-2;0;4;12689;0.7890625
-2;0;4;15674;0.7890625
-2;0;4;18738;0.7890625
-2;0;4;21698;0.7890625
-2;0;4;24311;0.7890625
-2;0;4;26895;0.7890625
-1;1;1;18;0.25
-1;1;1;1309;0.25
-1;1;1;1322;0.25
-1;1;1;1338;0.2578125
-1;1;1;1353;0.2734375
-1;1;1;1368;0.28125
-1;1;1;1383;0.296875
-1;1;1;1399;0.3125
-1;1;1;1414;0.3203125
-1;1;1;1433;0.3359375
-1;1;1;1450;0.34375
-1;1;1;1467;0.359375
-1;1;1;1483;0.375
-1;1;1;1500;0.390625
-1;1;1;1516;0.40625
-1;1;1;1531;0.421875
-1;1;1;1550;0.4375
-1;1;1;1567;0.453125
-1;1;1;1582;0.46875
-1;1;1;1598;0.4921875
-1;1;1;1615;0.5078125
-1;1;1;1631;0.53125
-1;1;1;1648;0.546875
-1;1;1;1665;0.5625
-1;1;1;1681;0.578125
-1;1;1;1698;0.59375
-1;1;1;1715;0.609375
-1;1;1;1732;0.625
-1;1;1;1748;0.6328125
-1;1;1;1765;0.6484375
-1;1;1;1782;0.65625
-1;1;1;1798;0.671875
-1;1;1;1816;0.6796875
-1;1;1;1832;0.6953125
-1;1;1;1848;0.7109375
-1;1;1;1865;0.71875
-1;1;1;1882;0.734375
